id,reference,idempotency_key,transaction_type,transaction_type_label,amount,fee,total_amount,currency,source_account_id,source_account_number,source_user_id,source_user_name,destination_account_id,destination_account_number,destination_user_id,destination_user_name,merchant_id,merchant_code,merchant_name,agency_id,agency_code,agency_name,agent_id,agent_name,status,failure_reason,balance_before,balance_after,node_id,processing_node,sequence_number,channel,device_type,ip_address,description,transaction_date,transaction_time,created_at,completed_at
45196,TX20240329371919,c3042731-b5fa-4864-85a3-332ea1685dda,TRF,,-800,10,810,MRU,5039,NS846817016,4575,Hapsatou Diop,5193,NW382188677,4719,Fodié Sakho,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,92,92,NKC-NODE-1,NKC-NODE-3,110,MOBILE_APP,USSD,10.83.144.152,Transfert de 800 MRU vers Fodié Sakho,2024-03-29,14:08:58,2024-03-29T13:08:58.173Z,
90655,TX20241121200120,e41ccea0-de1f-4029-bcf9-20311313fb2d,PAY,,-3400,51,3451,MRU,7045,NS356309294,6403,Mohamed Yahya Ould Eleya,,,,,380,MRC604180,undefined Al Amane Nouakchott-Ouest,,,,,,SUCCESS,,62943,59492,NKC-NODE-3,NKC-NODE-2,120,AGENCY,ANDROID,10.239.63.18,Paiement de 3 400 MRU chez undefined Al Amane Nouakchott-Ouest,2024-11-21,11:05:56,2024-11-21T10:05:56.275Z,2024-11-21T10:05:57.774Z
63406,TX20240701238432,ec8ca92c-bf6a-4a48-bf49-e50303e5f651,TRF,,-9800,50,9850,MRU,3699,NW426548481,3381,Yacine Gaye,812,NM222580909,743,Mouna Mint Taleb,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,4600,4600,NDB-NODE-1,NKC-NODE-2,130,MOBILE_APP,IOS,10.13.233.12,Transfert de 9 800 MRU vers Mouna Mint Taleb,2024-07-01,08:39:14,2024-07-01T06:39:14.412Z,
12608,TX20240430580011,4b295f5f-e2b8-4dab-83e5-d7dd155a6bb6,PAY,,-8400,126,8526,MRU,1366,NM618381500,1237,Moulaye Ould Soufi,,,,,336,MRC190368,undefined Ksar Dakhlet Nouadhibou,,,,,,SUCCESS,,34314,25788,NKC-NODE-3,NDB-NODE-1,140,MOBILE_APP,ANDROID,10.148.198.224,Paiement de 8 400 MRU chez undefined Ksar Dakhlet Nouadhibou,2024-04-30,08:46:59,2024-04-30T06:46:59.286Z,2024-04-30T06:47:03.207Z
51863,TX20240929992075,b6b6ebc2-8046-4419-8b6a-92b247804520,DEP,,-1000,0,1000,MRU,4396,NW237592756,4000,Cheikh Ould Habiboullah,,,,,,,,82,GDM-001,Agence Guidimaka 1,322,Maguette Anne,SUCCESS,,1084660,1085660,NDB-NODE-2,NKC-NODE-3,150,MOBILE_APP,ANDROID,10.113.166.241,Dépôt de 1 000 MRU,2024-09-29,18:30:03,2024-09-29T16:30:03.029Z,2024-09-29T16:30:05.322Z
60689,TX20240226738768,5b95f4d7-1f2b-4c4e-a427-60d6a678deac,TRF,,1700,25,1725,MRU,4555,NM963293552,4148,Mariam Mint Abdel Aziz,1019,NS358180523,926,Mbarka Mint Vadel,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,528,528,NKC-NODE-3,NKC-NODE-1,160,MOBILE_APP,WEB,10.95.163.122,Transfert de 1 700 MRU vers Mbarka Mint Vadel,2024-02-26,17:13:40,2024-02-26T16:13:40.256Z,
55753,TX20240423337218,f2363be1-4321-4156-ba5d-2e590093f517,TRF,,5800,50,5850,MRU,2001,NW022187948,1829,Oumou Niang,1511,NW760253697,1372,Ghali Ould Messoud,,,,,,,,,SUCCESS,,222750,216900,NKC-NODE-1,NKC-NODE-3,170,MOBILE_APP,ANDROID,10.93.67.64,Transfert de 5 800 MRU vers Ghali Ould Messoud,2024-04-23,11:58:06,2024-04-23T09:58:06.139Z,2024-04-23T09:58:09.102Z
39008,TX20241215798819,321a29de-f3ee-4b18-95d3-0b4b651daa02,WIT,,500,50,550,MRU,4252,NW221243918,3872,Ely Bathily,,,,,,,,77,BRK-003,Agence Brakna 3,304,Safiya Mint Mahmoud,FAILED,INSUFFICIENT_BALANCE,100,100,NDB-NODE-2,NKC-NODE-1,180,MOBILE_APP,ANDROID,10.165.46.93,Retrait de 500 MRU,2024-12-15,16:19:10,2024-12-15T15:19:10.721Z,
57702,TX20240804294446,1f2f843b-27b5-4a30-a70a-ff3812ea45f1,PAY,,1900,29,1929,MRU,5582,NA434338212,5077,Abdel Aziz Ould Isselmou,,,,,87,MRC007774,undefined El Mouna Nouakchott-Ouest,,,,,,FAILED,INSUFFICIENT_BALANCE,84,84,NDB-NODE-2,NDB-NODE-1,190,MOBILE_APP,ANDROID,10.35.46.136,Paiement de 1 900 MRU chez undefined El Mouna Nouakchott-Ouest,2024-08-04,20:28:58,2024-08-04T18:28:58.795Z,
14072,TX20240314473402,602d3284-7f90-4540-959a-11f6ad562a06,TRF,,900,10,910,MRU,2474,NW852399230,2268,El Khalil Ould Ghali,2223,NW705958873,2034,Safiya Wane,,,,,,,,,SUCCESS,,14000,13090,NKC-NODE-2,NKC-NODE-3,200,MOBILE_APP,WEB,10.132.216.109,Transfert de 900 MRU vers Safiya Wane,2024-03-14,15:23:10,2024-03-14T14:23:10.204Z,2024-03-14T14:23:13.251Z
43734,TX20240626034133,5f0fd864-c344-47d9-8ee7-5163dd7cf97b,TRF,,2700,25,2725,MRU,2255,NS800310850,2062,Sidi Mohamed Ould Bouha,7291,NW658320665,6638,Kiné Wane,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,2000,2000,NKC-NODE-1,NKC-NODE-2,210,MOBILE_APP,ANDROID,10.157.231.73,Transfert de 2 700 MRU vers Kiné Wane,2024-06-26,21:52:17,2035-01-14T12:00:00.000Z,
52821,TX20241028962326,ec34c4d7-c9d4-4803-9ac7-d57f31463381,DEP,,21000,0,21000,MRU,5800,NM257022142,5278,Demba Bah,,,,,,,,93,ADR-003,Agence Adrar 3,363,Aicha Mint Zein,SUCCESS,,97590,118590,NDB-NODE-2,NKC-NODE-2,220,MOBILE_APP,API,10.110.21.243,Dépôt de 21 000 MRU,2024-10-28,22:46:24,2035-01-27T12:00:00.000Z,2024-10-28T21:46:26.543Z
23010,TX20240823427315,74ee54c9-6c45-48f7-a567-9685987e12c5,TRF,,4900,25,4925,MRU,10595,NC819423199,9619,Cheikh Diallo,6891,NW390082478,6263,Bassirou Thiam,,,,,,,,,SUCCESS,,39000,34075,NKC-NODE-2,NDB-NODE-1,230,AGENCY,ANDROID,10.123.73.224,Transfert de 4 900 MRU vers Bassirou Thiam,2024-08-23,10:46:27,2035-01-20T12:00:00.000Z,2024-08-23T08:46:30.687Z
67843,TX20241125179320,d7b2cd5c-ad44-4c6d-a24a-749a64d09884,TRF,,3400,25,3425,MRU,8994,NM821712375,8166,Youssouf Ould Jiddou,7506,NW574550655,6830,Zeinab Koné,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1550,1550,NDB-NODE-2,NKC-NODE-1,240,MOBILE_APP,ANDROID,10.0.18.123,Transfert de 3 400 MRU vers Zeinab Koné,2024-11-25,12:51:24,2024-11-25T11:51:24.170Z,
46539,TX20240626956801,0fd864c3-447d-490e-a751-63dd7cf97b9e,TRF,,2700,25,2725,MRU,2255,NS800310850,2062,Sidi Mohamed Ould Bouha,7291,NW658320665,6638,Kiné Wane,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,2000,-700,NKC-NODE-1,NKC-NODE-1,250,MOBILE_APP,ANDROID,10.73.72.61,Transfert de 2 700 MRU vers Kiné Wane,2024-06-26,21:52:17,2024-06-26T19:52:17.012Z,
63952,TX20240309203092,13274f76-e5f8-49a2-8609-0f63bacc2e0e,TRF,,5300,50,5350,MRU,3618,NW718586236,3313,Penda Sissoko,5629,NS699851751,5120,Anta Bâ,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,50,50,NDB-NODE-1,NKC-NODE-1,260,USSD,ANDROID,10.10.183.46,Transfert de 5 300 MRU vers Anta Bâ,2024-03-09,15:01:33,2024-03-09T14:01:33.046Z,
39351,TX20240925380739,0eef03d1-c8a0-4036-bb3b-dba958f5bc06,TRF,,2200,25,2225,MRU,8082,NS858553767,7356,Abdel Rahman Dramé,9243,NW416723638,8390,Abdel Aziz Ould Salem,,,,,,,,,FAILED,LIMIT_DAY,909875,909875,NKC-NODE-3,NDB-NODE-2,270,USSD,IOS,10.166.73.124,Transfert de 2 200 MRU vers Abdel Aziz Ould Salem,2024-09-25,16:43:03,2024-09-25T14:43:03.585Z,
92227,TX20240117736546,623c6046-9229-4dc2-9164-640eeb7244a6,TRF,,3500,25,3525,MRU,8915,NA407371044,8091,Aïda Sow,7870,NW708242178,7159,Moulaye Ould El Mamy,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1975,1975,NDB-NODE-2,NDB-NODE-1,280,MOBILE_APP,USSD,10.240.198.16,Transfert de 3 500 MRU vers Moulaye Ould El Mamy,2024-01-17,06:56:23,2024-01-17T05:56:23.408Z,
67484,TX20241111679340,2cbb658b-d446-47a4-b03c-0edad542c4d4,AIR,,10000,0,10000,MRU,10062,NA275718569,9135,Sory Wade,,,,,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,750,750,NKC-NODE-1,NDB-NODE-1,290,MOBILE_APP,ANDROID,10.52.152.19,Recharge crédit de 10 000 MRU,2024-11-11,06:02:51,2024-11-11T05:02:51.280Z,
3045,TX20240219488439,e43ce71f-da73-4967-9765-7f8ac23186c1,SAL,,274000,1370,275370,MRU,883,NS630382061,803,Ghali Ould Salem,,,,,,,,,,,,,SUCCESS,,290100,564100,NKC-NODE-3,NDB-NODE-1,300,MOBILE_APP,ANDROID,10.230.60.57,Virement salaire de 274 000 MRU,2024-02-19,08:52:41,2024-02-19T07:52:41.880Z,2024-02-19T07:52:43.264Z
35452,TX20241017321336,9e7dc9c8-b852-47fa-87ac-0b62c71999d0,WIT,,1000,50,1050,MRU,5941,NW760695994,5399,Maguette Thiam,,,,,,,,96,TYS-001,Agence Tiris Zemmour 1,372,Aminata Anne,SUCCESS,,72850,71800,NDB-NODE-2,NKC-NODE-2,310,USSD,ANDROID,10.56.73.205,Retrait de 1 000 MRU,2024-10-17,17:36:21,2024-10-17T15:36:21.605Z,2024-10-17T15:36:22.377Z
51194,TX20241215215192,21a29def-3eeb-4181-9d30-b4b651daa02a,WIT,,500,50,550,MRU,4252,NW221243918,3872,Ely Bathily,,,,,,,,77,BRK-003,Agence Brakna 3,304,Safiya Mint Mahmoud,FAILED,INSUFFICIENT_BALANCE,100,100,NDB-NODE-1,NKC-NODE-2,320,MOBILE_APP,ANDROID,10.46.93.254,Retrait de 500 MRU,2024-12-15,16:19:10,2024-12-15T15:19:10.721Z,
42797,TX20241027559595,6ae7eb7f-7706-4e43-b3e7-5ae422c3c858,SAL,,199000,995,199995,MRU,10308,NS506579399,9362,Nouh Sow,,,,,,,,,,,,,SUCCESS,,434211,633211,NDB-NODE-1,NKC-NODE-3,330,USSD,WEB,10.44.106.86,Virement salaire de 199 000 MRU,2024-10-27,19:57:01,2024-10-27T18:57:01.396Z,2024-10-27T18:57:04.482Z
85848,TX20240211760398,510386c2-65d0-40ca-8d81-3f74a24ada5d,TRF,,7000,50,7050,MRU,826,NW600865960,756,Defa Mint Messoud,6567,NA049373507,5964,Ghalia Mint Khalil,,,,,,,,,SUCCESS,,504700,497650,NKC-NODE-2,NKC-NODE-3,340,USSD,ANDROID,10.245.100.65,Transfert de 7 000 MRU vers Ghalia Mint Khalil,2024-02-11,11:21:17,2024-02-11T10:21:17.589Z,2024-02-11T10:21:18.135Z
18368,TX20240727820219,13a65259-a4ff-4cf9-a59d-c1b8f04299e0,DEP,,50000,0,50000,MRU,3392,NA130515813,3094,Hamoud Ould Habiboullah,,,,,,,,61,NDB-004,Agence Dakhlet Nouadhibou 4,248,Abdellahi Ndour,SUCCESS,,44000,94000,NKC-NODE-3,NKC-NODE-2,350,MOBILE_APP,IOS,10.215.164.207,Dépôt de 50 000 MRU,2024-07-27,13:22:12,2024-07-27T11:22:12.041Z,2024-07-27T11:22:17.029Z
71200,TX20240115239589,1aa344b0-7fc3-4ba5-86d7-ba8f0db8060d,TRF,,850,10,860,MRU,2506,NW942962676,2298,Khadijetou Mint Tourad,1492,NM226952314,1353,Bocar Ndiaye,,,,,,,,,SUCCESS,,29730,28870,NKC-NODE-3,NKC-NODE-3,360,MOBILE_APP,ANDROID,10.199.82.24,Transfert de 850 MRU vers Bocar Ndiaye,2024-01-15,12:34:11,2024-01-15T11:34:11.932Z,2024-01-15T11:34:14.222Z
3701,TX20241218328437,af623d23-1ea0-4366-b111-40782e9e0115,TRF,,6400,50,6450,MRU,5009,NW979818344,4547,Habiba Faye,3010,NS930573106,2743,Moussa Sall,,,,,,,,,SUCCESS,,18000,11550,NDB-NODE-2,NKC-NODE-3,370,MOBILE_APP,ANDROID,10.82.99.128,Transfert de 6 400 MRU vers Moussa Sall,2024-12-18,08:00:52,2024-12-18T07:00:52.257Z,2024-12-18T07:00:55.790Z
16553,TX20240620522675,901dc6f3-7965-4ca7-b636-3d989cda6041,TRF,,1600,25,1625,MRU,10476,NW501471758,9507,Tekber Mint Mokhtar,10662,NW184551477,9684,Mor Wade,,,,,,,,,SUCCESS,,16500,14875,NDB-NODE-1,NDB-NODE-1,380,USSD,ANDROID,10.126.52.116,Transfert de 1 600 MRU vers Mor Wade,2024-06-20,08:43:15,2024-06-20T06:43:15.089Z,2024-06-20T06:43:18.542Z
76821,TX20240319206160,857016e9-fe3a-4792-82ff-f82078288746,TRF,,3400,25,3425,MRU,5322,NW672182798,4839,Diakaridia Dia,3033,NW775893688,2765,Oumou Mint Abdel Aziz,,,,,,,,,SUCCESS,,42850,39425,NKC-NODE-2,NKC-NODE-3,390,MOBILE_APP,ANDROID,10.53.211.65,Transfert de 3 400 MRU vers Oumou Mint Abdel Aziz,2024-03-19,09:12:45,2024-03-19T08:12:45.446Z,2024-03-19T08:12:50.113Z
47800,TX20241130089018,ad78d51c-032b-4b79-91e2-16ee7f69c55e,DEP,,84000,0,84000,MRU,6442,NM015426874,5856,Zakaria Ould Khatri,,,,,,,,36,NKC-O-017,Agence Nouakchott-Ouest 17,152,Souleymane Diop,SUCCESS,,389000,473000,NKC-NODE-1,NKC-NODE-3,400,API,ANDROID,10.233.69.211,Dépôt de 84 000 MRU,2024-11-30,07:09:07,2024-11-30T06:09:07.656Z,2024-11-30T06:09:08.739Z
49443,TX20241005469514,acc0804c-0dc9-4c99-917c-58d8362fda6f,TRF,,6600,50,6650,MRU,5356,NW350773811,4873,Mohamed Mahmoud Wane,6350,NC895340919,5768,Tourad Ould El Ghassem,,,,,,,,,SUCCESS,,44300,37650,NKC-NODE-3,NKC-NODE-2,410,USSD,ANDROID,10.51.49.74,Transfert de 6 600 MRU vers Tourad Ould El Ghassem,2024-10-05,15:10:19,2024-10-05T13:10:19.140Z,2024-10-05T13:10:21.521Z
49101,TX20240730650341,f76fbeaa-6de2-42ef-8513-9685fdc53704,TRF,,8100,50,8150,MRU,5287,NW926016688,4805,Modibo Ndiaye,2774,NW210065543,2539,Malouma Mint Khalil,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,1750,1750,NKC-NODE-3,NKC-NODE-2,420,MOBILE_APP,USSD,10.6.239.154,Transfert de 8 100 MRU vers Malouma Mint Khalil,2024-07-30,09:42:07,2024-07-30T07:42:07.253Z,
12626,TX20241213879107,186ae348-e431-44aa-9435-3e099a7888fc,WIT,,500,50,550,MRU,617,NW456060916,566,Horma Ould Abdallah,,,,,,,,57,NKC-S-015,Agence Nouakchott-Sud 15,232,Ndongo Diallo,SUCCESS,,4350,3800,NKC-NODE-2,NDB-NODE-1,430,AGENCY,ANDROID,10.72.159.30,Retrait de 500 MRU,2024-12-13,10:33:17,2024-12-13T09:33:17.668Z,2024-12-13T09:33:20.050Z
95780,TX20240202200122,eabc1ee5-0306-45c7-9ba2-9480263c5b6e,PAY,,4100,62,4162,MRU,5800,NM257022142,5278,Demba Bah,,,,,404,MRC289083,undefined Central Hodh El Gharbi,,,,,,SUCCESS,,171304,167142,NKC-NODE-2,NDB-NODE-2,440,USSD,API,10.236.151.155,Paiement de 4 100 MRU chez undefined Central Hodh El Gharbi,2024-02-02,12:30:45,2024-02-02T11:30:45.847Z,2024-02-02T11:30:46.421Z
98767,TX20241226288711,4ccc0930-cc20-43b7-be7e-e29448d628e5,PAY,,550,8,558,MRU,5165,NW771056771,4693,Halima Mint Khatri,,,,,361,MRC630009,undefined Teyarett Nouakchott-Nord,,,,,,SUCCESS,,34304,33746,NDB-NODE-2,NKC-NODE-3,450,MOBILE_APP,ANDROID,10.19.150.153,Paiement de 550 MRU chez undefined Teyarett Nouakchott-Nord,2024-12-26,08:54:14,2024-12-26T07:54:14.476Z,2024-12-26T07:54:16.131Z
14567,TX20240716090919,b68ccab6-0b13-4a7c-972f-df5f772ab6df,TRF,,1200,25,1225,MRU,5839,NW143417000,5309,Boubacar Sow,574,NW985816985,525,Mahfoudh Bah,,,,,,,,,SUCCESS,,211261,210036,NKC-NODE-3,NKC-NODE-3,460,USSD,ANDROID,10.62.241.181,Transfert de 1 200 MRU vers Mahfoudh Bah,2024-07-16,22:00:49,2024-07-16T20:00:49.738Z,2024-07-16T20:00:53.485Z
6033,TX20240407372435,a0718480-5900-41a5-8c5f-0c65679c85a0,TRF,,3200,25,3225,MRU,7314,NW968067676,6657,Dado Touré,7273,NW336754083,6620,Gaoussou Sy,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,2375,2375,NDB-NODE-1,NKC-NODE-3,470,MOBILE_APP,USSD,10.130.169.158,Transfert de 3 200 MRU vers Gaoussou Sy,2024-04-07,09:20:22,2024-04-07T07:20:22.695Z,
91533,TX20240224876170,16ef6ad1-811a-4120-a61e-0f14b56616b1,WIT,,20000,200,20200,MRU,3617,NW940036058,3312,Abeih Ould El Ghassem,,,,,,,,91,ADR-001,Agence Adrar 1,356,Mohamed Lemine Ould Wedadi,SUCCESS,,30750,10550,NDB-NODE-2,NKC-NODE-3,480,AGENCY,ANDROID,10.71.165.25,Retrait de 20 000 MRU,2024-02-24,13:29:13,2024-02-24T12:29:13.700Z,2024-02-24T12:29:17.514Z
11483,TX20240918902365,6d62dbaa-33d5-40bd-85bb-2d7b2cd5cad4,WIT,,10000,100,10100,MRU,7147,NS927833319,6501,Mahjouba Mint Dah,,,,,,,,10,NKC-N-010,Agence Nouakchott-Nord 10,41,Mahfoudh Ould Habiboullah,SUCCESS,,95000,84900,NKC-NODE-1,NKC-NODE-3,490,USSD,USSD,10.69.195.110,Retrait de 10 000 MRU,2024-09-18,08:18:02,2024-09-18T06:18:02.121Z,2024-09-18T06:18:04.563Z
90582,TX20240119503611,202325f0-7faf-476f-afc4-28e304322f10,WIT,,500,50,550,MRU,4432,NW138773948,4032,Salif Wade,,,,,,,,100,TYS-005,Agence Tiris Zemmour 5,392,Sakouba Ba,FAILED,INSUFFICIENT_BALANCE,400,400,NKC-NODE-2,NDB-NODE-1,500,MOBILE_APP,ANDROID,10.57.244.133,Retrait de 500 MRU,2024-01-19,17:25:42,2024-01-19T16:25:42.092Z,
98545,TX20240923574967,dc19d135-3c9b-4c1c-aa95-b73dfb5c2b1b,TRF,,1600,25,1625,MRU,3980,NW086397230,3630,Abdel Aziz Ould Vadel,8975,NS968062669,8149,Mariama Soumaré,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,950,950,NDB-NODE-2,NDB-NODE-1,510,MOBILE_APP,ANDROID,10.154.167.16,Transfert de 1 600 MRU vers Mariama Soumaré,2024-09-23,12:22:14,2024-09-23T10:22:14.528Z,
81836,TX20240122908469,3836b15d-de80-41ed-887e-c7006461f225,WIT,,500,50,550,MRU,10843,NW016639709,9839,Youssouf Mbaye,,,,,,,,13,NKC-N-013,Agence Nouakchott-Nord 13,55,Mahjouba Thiam,SUCCESS,,40600,40050,NKC-NODE-2,NKC-NODE-2,520,MOBILE_APP,USSD,10.126.139.34,Retrait de 500 MRU,2024-01-22,16:00:59,2024-01-22T15:00:59.829Z,2024-01-22T15:01:03.035Z
66145,TX20240720402847,46fc72d9-662d-4a43-b97c-be7fc2708d3e,TRF,,1700,25,1725,MRU,6368,NS507218361,5786,Codou Sissoko,7774,NW727575540,7071,Hamoud Ould Hamadi,,,,,,,,,SUCCESS,,5950,4225,NKC-NODE-3,NKC-NODE-1,530,MOBILE_APP,USSD,10.84.148.184,Transfert de 1 700 MRU vers Hamoud Ould Hamadi,2024-07-20,20:54:36,2024-07-20T18:54:36.769Z,2024-07-20T18:54:39.545Z
57871,TX20240912378748,fa5a428f-26a2-46c6-bcc2-947b1bf74c86,TRF,,8300,50,8350,MRU,3940,NA253453016,3592,Yahya Ould Tourad,9224,NM513026714,8374,Hafsata Kanouté,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,5125,5125,NDB-NODE-2,NKC-NODE-1,540,USSD,USSD,10.128.246.160,Transfert de 8 300 MRU vers Hafsata Kanouté,2024-09-12,16:13:22,2024-09-12T14:13:22.543Z,
65719,TX20240617667447,827fdf97-9a89-4724-afde-a270af840905,TRF,,1400,25,1425,MRU,4244,NW945207834,3864,Dah Ould Taleb,10575,NC742469668,9601,Maimouna Diarra,,,,,,,,,SUCCESS,,8300,6875,NKC-NODE-3,NKC-NODE-3,550,AGENCY,USSD,10.0.213.27,Transfert de 1 400 MRU vers Maimouna Diarra,2024-06-17,18:35:58,2024-06-17T16:35:58.120Z,2024-06-17T16:36:02.012Z
94821,TX20240301933434,dad542c4-d439-4195-b707-cc98fe9c969b,TRF,,4700,25,4725,MRU,3570,NW546144128,3266,Dah Ould El Mamy,9519,NS615756988,8644,Halima Mint Ahmed,,,,,,,,,FAILED,INSUFFICIENT_BALANCE,2275,2275,NKC-NODE-3,NDB-NODE-1,560,MOBILE_APP,USSD,10.172.13.181,Transfert de 4 700 MRU vers Halima Mint Ahmed,2024-03-01,17:42:44,2024-03-01T16:42:44.407Z,
59687,TX20240229119285,ec31d257-5656-4677-9d4d-e7309e4fc630,PAY,,11000,165,11165,MRU,7794,NM823891878,7088,El Khalil Diop,,,,,351,MRC107017,undefined Plus Nouakchott-Ouest,,,,,,FAILED,INSUFFICIENT_BALANCE,4720,4720,NDB-NODE-2,NKC-NODE-1,570,MOBILE_APP,IOS,10.35.237.235,Paiement de 11 000 MRU chez undefined Plus Nouakchott-Ouest,2024-02-29,18:29:18,2024-02-29T17:29:18.030Z,
